id,nome,idade,peso,velocidadeMaxima,raca
522,Valente_5538,3,505.45,61.0,Crioulo
523,Cometa_5690,9,578.03,63.8,Appaloosa
524,Espartano_3332,9,367.32,45.44,Paint Horse
525,Atlas_7697,2,469.48,60.15,Mangalarga
526,Pegasus_289,7,401.86,46.8,Paint Horse
527,Galante_8708,3,567.52,72.39,Campolina
528,Galante_4036,4,462.65,41.24,Puro Sangue
529,Galante_2433,4,496.34,40.04,Campolina
530,Dominante_2403,7,429.32,59.33,Appaloosa
531,Raio_1701,14,496.07,64.8,Quarto de Milha
532,Cometa_7181,3,421.52,48.72,Puro Sangue
533,Titan_33,4,571.48,57.02,Appaloosa
534,Mustang_497,9,535.72,62.02,Mangalarga
535,Pegasus_7101,11,495.92,68.7,Mangalarga
536,Pegasus_2862,14,561.88,54.58,Appaloosa
537,Mustang_3885,15,490.21,73.18,Mangalarga
538,Apollo_8443,13,378.57,74.36,Quarto de Milha
539,Espartano_5514,12,377.68,68.83,Crioulo
540,Dominante_388,9,530.16,55.11,Quarto de Milha
541,Relampago_7370,14,470.37,49.29,Crioulo
542,Trovão_9629,15,531.49,45.84,Appaloosa
543,Trovão_6649,7,454.95,53.63,Crioulo
544,Dominante_8273,15,429.92,66.71,Paint Horse
545,Espartano_790,7,483.74,51.85,Crioulo
546,Atlas_1336,2,599.96,44.82,Quarto de Milha
547,Titan_6893,9,501.16,45.9,Puro Sangue
548,Atlas_7675,10,468.29,55.26,Mangalarga
549,Relampago_65,2,522.7,42.15,Appaloosa
550,Lendario_6975,7,443.0,50.13,Campolina
551,Furacão_5099,2,530.89,41.73,Appaloosa
552,Atlas_856,10,405.41,53.63,Puro Sangue
553,Espartano_7101,4,534.36,49.4,Puro Sangue
554,Furacão_7575,3,588.6,54.5,Appaloosa
555,Estrela_2728,5,464.5,56.29,Appaloosa
556,Dominante_6248,5,561.03,72.37,Campolina
557,Relampago_910,12,493.68,59.26,Mangalarga
558,Valente_1939,12,366.22,50.07,Appaloosa
559,Espartano_9676,11,590.25,43.7,Mangalarga
560,Pegasus_6659,3,498.43,41.52,Appaloosa
561,Galante_3139,15,536.31,46.28,Appaloosa
562,Relampago_5159,12,599.21,56.38,Appaloosa
563,Atlas_6403,4,556.85,68.16,Campolina
564,Furacão_9744,8,537.96,45.47,Crioulo
565,Relampago_5949,12,531.4,51.42,Campolina
566,Mustang_4702,5,554.4,61.65,Puro Sangue
567,Furacão_7955,9,551.84,68.5,Appaloosa
568,Titan_9514,15,505.95,40.48,Quarto de Milha
569,Galante_5487,7,525.87,43.05,Crioulo
570,Furacão_1078,7,541.9,53.42,Campolina
571,Ventania_3787,15,525.61,45.77,Mangalarga
572,Lendario_7203,12,591.34,62.33,Quarto de Milha
573,Trovão_914,10,556.8,46.62,Paint Horse
574,Atlas_9358,13,539.26,53.2,Mangalarga
575,Mustang_4304,6,560.85,67.82,Puro Sangue
576,Espartano_4739,12,512.3,60.58,Puro Sangue
577,Furacão_9213,7,365.02,43.88,Mangalarga
578,Pegasus_5902,14,573.96,63.42,Paint Horse
579,Galante_4467,6,388.1,43.24,Paint Horse
580,Relampago_7697,5,490.56,48.67,Quarto de Milha
581,Estrela_745,9,466.42,49.18,Puro Sangue
582,Veloz_121,12,422.24,50.07,Paint Horse
583,Valente_9045,12,528.03,45.53,Quarto de Milha
584,Lendario_1230,4,462.25,66.49,Puro Sangue
585,Raio_6424,4,556.8,46.07,Campolina
586,Raio_4669,6,523.61,43.01,Appaloosa
587,Titan_2757,9,436.19,47.53,Puro Sangue
588,Raio_5179,14,477.51,49.75,Mangalarga
589,Trovão_15,13,523.0,72.99,Campolina
590,Lendario_4946,6,597.62,55.64,Crioulo
591,Tempestade_5153,12,396.06,52.81,Quarto de Milha
592,Tempestade_7610,10,529.03,64.86,Paint Horse
593,Raio_3559,9,551.94,56.59,Quarto de Milha
594,Cometa_6224,12,365.48,54.99,Appaloosa
595,Veloz_2793,2,372.53,62.72,Campolina
596,Furacão_3906,13,470.69,59.98,Campolina
597,Ventania_4632,14,511.47,41.38,Crioulo
598,Sombra_9100,2,372.17,55.08,Paint Horse
599,Veloz_4417,13,400.96,57.97,Paint Horse
600,Pegasus_9544,3,551.04,58.3,Puro Sangue
601,Estrela_4650,4,580.51,43.22,Crioulo
602,Trovão_2437,7,520.4,72.71,Paint Horse
603,Atlas_7828,2,400.14,50.6,Puro Sangue
604,Galante_7966,2,597.27,52.83,Campolina
605,Veloz_1314,15,371.54,40.95,Appaloosa
606,Valente_2682,5,378.36,65.55,Quarto de Milha
607,Pegasus_3224,8,521.27,57.44,Crioulo
608,Atlas_4894,11,384.08,69.17,Crioulo
609,Dominante_8088,12,352.19,49.61,Mangalarga
610,Mustang_8354,14,377.63,74.28,Puro Sangue
611,Trovão_162,10,454.34,46.64,Appaloosa
612,Trovão_9959,10,450.75,58.86,Paint Horse
613,Sombra_1012,5,543.61,61.66,Quarto de Milha
614,Galante_8972,5,500.18,68.27,Campolina
615,Sombra_2763,14,445.99,43.66,Quarto de Milha
616,Galante_8817,11,447.04,51.57,Paint Horse
617,Mustang_8286,14,593.6,56.39,Mangalarga
618,Veloz_9966,15,578.56,69.64,Campolina
619,Mustang_6002,4,481.68,72.2,Quarto de Milha
620,Atlas_8077,13,508.0,55.83,Crioulo
621,Tempestade_9006,5,408.56,72.3,Mangalarga
622,Titan_7434,2,465.24,74.26,Crioulo
623,Atlas_8576,9,528.73,46.09,Campolina
624,Ventania_6236,4,457.76,68.02,Quarto de Milha
625,Mustang_5069,9,486.67,46.67,Quarto de Milha
626,Cometa_604,8,369.49,60.92,Campolina
627,Tempestade_3778,13,550.22,63.07,Mangalarga
628,Ventania_9987,5,534.62,41.28,Quarto de Milha
629,Lendario_5168,9,570.04,42.56,Appaloosa
630,Atlas_3229,15,445.37,42.1,Quarto de Milha
631,Galante_88,6,539.74,42.42,Quarto de Milha
632,Cometa_1400,6,516.28,67.54,Quarto de Milha
633,Mustang_955,12,437.43,43.56,Campolina
634,Trovão_7810,4,520.98,60.35,Quarto de Milha
635,Trovão_9483,2,435.96,55.44,Mangalarga
636,Veloz_2843,4,596.35,49.31,Mangalarga
637,Furacão_7480,3,596.44,43.22,Crioulo
638,Raio_503,6,449.98,55.4,Campolina
639,Veloz_1651,2,536.14,70.82,Quarto de Milha
640,Furacão_8117,12,409.91,59.41,Quarto de Milha
641,Furacão_5906,4,514.75,53.8,Puro Sangue
642,Sombra_5868,4,599.35,71.9,Quarto de Milha
643,Atlas_6626,12,447.97,50.45,Appaloosa
644,Dominante_7552,6,351.67,62.06,Mangalarga
645,Raio_879,11,465.39,60.1,Campolina
646,Relampago_3041,4,358.13,62.47,Quarto de Milha
647,Lendario_7435,14,556.62,54.51,Puro Sangue
648,Atlas_80,6,381.29,47.68,Mangalarga
649,Valente_3457,2,593.29,57.68,Mangalarga
650,Apollo_6493,7,474.15,62.32,Quarto de Milha
651,Galante_5721,10,583.16,48.18,Puro Sangue
652,Mustang_9108,9,538.68,42.29,Puro Sangue
653,Espartano_2490,13,382.63,40.4,Crioulo
654,Raio_6571,10,427.37,70.54,Crioulo
655,Apollo_911,3,480.96,58.63,Puro Sangue
656,Veloz_1563,5,587.83,63.27,Quarto de Milha
657,Mustang_4812,4,376.78,50.87,Crioulo
658,Pegasus_8101,9,491.74,61.19,Campolina
659,Veloz_1896,12,522.55,72.32,Puro Sangue
660,Espartano_2545,5,596.43,71.45,Appaloosa
661,Tempestade_1670,5,377.42,71.88,Quarto de Milha
662,Titan_7025,8,583.82,53.05,Quarto de Milha
663,Galante_846,7,426.37,40.87,Appaloosa
664,Dominante_2935,4,350.4,48.96,Appaloosa
665,Espartano_6300,10,404.99,59.16,Mangalarga
666,Tempestade_5302,5,393.18,60.19,Crioulo
667,Sombra_7757,6,512.15,42.61,Quarto de Milha
668,Estrela_3387,15,493.84,55.4,Campolina
669,Titan_8507,8,476.79,55.97,Quarto de Milha
670,Sombra_5196,3,479.91,71.71,Paint Horse
671,Furacão_4749,7,429.41,72.18,Campolina
672,Atlas_1771,8,580.86,48.19,Quarto de Milha
673,Pegasus_6760,15,490.74,54.46,Paint Horse
674,Trovão_3905,6,393.69,62.35,Puro Sangue
675,Titan_6168,10,381.07,67.89,Appaloosa
676,Tempestade_9911,9,503.99,47.23,Crioulo
677,Raio_6061,2,529.15,51.06,Paint Horse
678,Ventania_4789,3,439.04,48.81,Paint Horse
679,Galante_7514,12,469.38,48.93,Quarto de Milha
680,Estrela_6112,7,417.15,65.62,Campolina
681,Veloz_9123,13,527.65,52.62,Appaloosa
682,Estrela_6760,2,419.81,67.36,Quarto de Milha
683,Furacão_949,12,445.61,49.01,Crioulo
684,Estrela_7994,12,575.06,66.35,Crioulo
685,Veloz_6209,12,457.47,60.19,Crioulo
686,Atlas_5903,5,399.93,72.71,Appaloosa
687,Mustang_9737,8,441.23,67.79,Appaloosa
688,Ventania_7871,10,358.31,40.71,Paint Horse
689,Raio_7177,2,411.63,62.86,Campolina
690,Relampago_6675,2,544.02,50.54,Mangalarga
691,Lendario_100,3,483.18,41.47,Campolina
692,Valente_1227,14,544.06,47.42,Quarto de Milha
693,Dominante_9820,15,553.42,48.2,Campolina
694,Atlas_6779,8,572.29,57.06,Quarto de Milha
695,Relampago_6482,9,429.69,69.04,Mangalarga
696,Espartano_9748,10,535.45,49.04,Campolina
697,Sombra_2609,4,487.24,71.43,Campolina
698,Lendario_8523,5,537.44,67.64,Puro Sangue
699,Atlas_4616,13,416.37,63.49,Appaloosa
700,Espartano_485,4,469.28,72.53,Mangalarga
701,Dominante_9665,15,418.98,47.86,Quarto de Milha
702,Atlas_1167,13,524.89,41.16,Quarto de Milha
703,Estrela_167,13,393.59,57.57,Campolina
704,Apollo_4989,7,522.36,46.44,Quarto de Milha
705,Pegasus_3800,3,552.47,69.12,Crioulo
706,Relampago_4695,15,351.86,49.57,Mangalarga
707,Espartano_6604,3,448.98,68.99,Puro Sangue
708,Mustang_1154,5,416.74,41.5,Mangalarga
709,Furacão_6006,3,432.54,60.47,Crioulo
710,Lendario_9236,11,508.93,74.33,Crioulo
711,Estrela_9932,12,429.89,66.74,Puro Sangue
712,Galante_9884,8,471.43,59.47,Appaloosa
713,Espartano_5855,12,436.34,42.05,Puro Sangue
714,Espartano_9320,6,560.83,43.02,Mangalarga
715,Valente_9657,3,395.87,68.44,Paint Horse
716,Pegasus_3040,3,558.91,67.48,Campolina
717,Trovão_6754,11,567.29,60.64,Quarto de Milha
718,Tempestade_6724,6,486.14,54.96,Mangalarga
719,Apollo_7413,11,569.92,44.14,Puro Sangue
720,Veloz_8711,3,438.75,56.77,Puro Sangue
721,Veloz_5284,6,584.25,55.5,Paint Horse
722,Pegasus_6757,9,356.42,46.08,Puro Sangue
723,Veloz_6004,5,350.43,54.35,Mangalarga
724,Raio_2171,4,482.45,74.56,Appaloosa
725,Tempestade_5910,13,587.31,51.21,Puro Sangue
726,Espartano_3362,8,455.21,48.18,Appaloosa
727,Furacão_2808,10,467.31,48.83,Quarto de Milha
728,Galante_3420,12,424.32,52.7,Mangalarga
729,Pegasus_9426,7,464.15,58.91,Appaloosa
730,Galante_3321,9,373.91,44.81,Quarto de Milha
731,Mustang_7367,11,486.12,58.88,Crioulo
732,Raio_1400,10,361.35,43.69,Appaloosa
733,Furacão_2861,12,396.07,60.46,Campolina
734,Pegasus_9699,5,544.86,50.4,Paint Horse
735,Pegasus_4776,10,402.57,64.3,Paint Horse
736,Lendario_219,9,523.34,46.32,Mangalarga
737,Veloz_3159,4,409.72,74.59,Crioulo
738,Galante_1641,6,529.04,41.47,Crioulo
739,Trovão_8128,4,558.85,45.51,Puro Sangue
740,Atlas_1906,13,465.56,70.29,Paint Horse
741,Veloz_5504,14,570.09,52.25,Crioulo
742,Trovão_5129,14,383.03,57.65,Puro Sangue
743,Estrela_4489,10,531.76,72.05,Quarto de Milha
744,Relampago_2382,6,354.85,51.57,Campolina
745,Pegasus_4638,9,509.01,65.47,Mangalarga
746,Espartano_2194,13,434.36,66.55,Paint Horse
747,Sombra_1902,7,363.98,63.95,Appaloosa
748,Dominante_309,8,525.02,71.16,Crioulo
749,Relampago_3875,15,502.79,70.09,Appaloosa
750,Lendario_1075,13,378.87,61.57,Paint Horse
751,Relampago_3910,13,511.72,51.0,Paint Horse
752,Titan_8287,7,474.55,54.13,Mangalarga
753,Valente_7815,14,431.83,65.92,Mangalarga
754,Apollo_7623,8,477.32,70.69,Campolina
755,Pegasus_6706,6,358.28,63.04,Campolina
756,Trovão_3958,9,458.86,41.01,Quarto de Milha
757,Estrela_6912,13,457.71,63.07,Appaloosa
758,Titan_6743,14,573.6,65.09,Quarto de Milha
759,Estrela_2588,4,463.65,42.5,Campolina
760,Dominante_1589,14,507.45,67.72,Appaloosa
761,Trovão_3354,5,585.9,54.58,Crioulo
762,Atlas_5613,4,593.55,46.11,Puro Sangue
763,Cometa_6548,2,366.19,73.88,Campolina
764,Relampago_8596,5,435.44,44.11,Paint Horse
765,Espartano_9804,4,482.93,57.52,Mangalarga
766,Apollo_75,10,479.14,72.57,Campolina
767,Mustang_8260,8,587.92,74.9,Appaloosa
768,Galante_3101,6,370.49,57.01,Campolina
769,Raio_696,2,577.49,45.13,Puro Sangue
770,Tempestade_2150,5,437.23,43.45,Paint Horse
771,Lendario_9064,13,354.11,47.96,Puro Sangue
772,Estrela_7396,3,399.97,64.19,Paint Horse
773,Trovão_5140,7,528.22,66.7,Appaloosa
774,Cometa_5726,5,395.36,42.52,Campolina
775,Lendario_169,5,370.63,73.07,Appaloosa
776,Apollo_1308,8,439.89,53.21,Mangalarga
777,Titan_2344,11,536.73,44.69,Crioulo
778,Veloz_5793,5,397.9,71.46,Crioulo
779,Lendario_7867,7,488.52,45.86,Appaloosa
780,Mustang_9929,4,506.88,53.94,Campolina
781,Apollo_7823,5,541.42,42.01,Mangalarga
782,Apollo_5903,14,429.83,55.62,Paint Horse
783,Furacão_8006,4,469.19,62.76,Mangalarga
784,Mustang_7059,13,558.63,72.45,Quarto de Milha
785,Espartano_1695,6,450.43,66.26,Crioulo
786,Valente_9958,5,483.72,64.87,Puro Sangue
787,Cometa_5624,10,359.98,45.92,Paint Horse
788,Espartano_6684,4,403.09,45.12,Campolina
789,Valente_7275,13,567.56,71.6,Campolina
790,Galante_7643,3,482.28,41.9,Mangalarga
791,Pegasus_1617,11,438.51,41.04,Campolina
792,Valente_1410,8,563.57,49.62,Crioulo
793,Trovão_9406,11,440.22,44.46,Paint Horse
794,Relampago_6528,14,370.8,40.11,Puro Sangue
795,Estrela_5293,10,451.21,71.87,Paint Horse
796,Galante_1641,2,350.11,43.22,Puro Sangue
797,Raio_6284,6,451.13,63.14,Quarto de Milha
798,Atlas_3416,12,443.38,45.55,Mangalarga
799,Galante_8549,8,501.83,69.8,Paint Horse
800,Estrela_2599,9,385.7,71.18,Crioulo
801,Dominante_9527,5,407.08,64.48,Crioulo
802,Valente_5968,13,511.7,66.42,Puro Sangue
803,Trovão_4977,2,420.25,44.45,Quarto de Milha
804,Relampago_5402,14,453.22,52.95,Crioulo
805,Tempestade_6904,9,497.77,57.23,Appaloosa
806,Raio_85,9,436.48,59.29,Crioulo
807,Furacão_9224,6,457.84,48.94,Mangalarga
808,Estrela_7094,15,462.31,59.14,Crioulo
809,Lendario_8281,10,372.1,68.88,Crioulo
810,Relampago_951,9,498.05,70.29,Campolina
811,Valente_682,5,504.92,70.84,Campolina
812,Ventania_2790,10,388.77,59.66,Paint Horse
813,Tempestade_7643,13,513.12,69.53,Campolina
814,Espartano_6197,4,372.22,71.58,Quarto de Milha
815,Dominante_9960,15,362.56,53.91,Puro Sangue
816,Tempestade_4177,4,573.19,59.28,Crioulo
817,Cometa_3048,6,420.57,72.29,Mangalarga
818,Veloz_13,4,379.07,51.94,Appaloosa
819,Valente_2731,13,481.55,53.93,Mangalarga
820,Apollo_2408,12,382.16,65.63,Appaloosa
821,Trovão_7166,12,436.24,56.17,Appaloosa
822,Estrela_8959,15,495.02,62.9,Campolina
823,Apollo_3529,8,591.0,53.02,Campolina
824,Tempestade_6192,7,367.01,56.79,Crioulo
825,Apollo_3826,6,532.33,55.44,Mangalarga
826,Veloz_7404,11,458.21,68.07,Campolina
827,Ventania_1458,15,430.59,54.86,Campolina
828,Ventania_2563,15,513.56,71.92,Quarto de Milha
829,Tempestade_8797,10,476.87,54.05,Mangalarga
830,Galante_7011,3,474.98,55.23,Campolina
831,Dominante_232,3,429.48,41.93,Paint Horse
832,Tempestade_4393,4,521.03,71.03,Quarto de Milha
833,Titan_9143,4,577.35,58.3,Mangalarga
834,Raio_2934,10,367.35,52.89,Quarto de Milha
835,Titan_6078,11,512.66,69.41,Crioulo
836,Veloz_4626,8,371.39,51.61,Quarto de Milha
837,Tempestade_7797,11,561.22,46.7,Quarto de Milha
838,Lendario_3391,8,558.17,42.16,Paint Horse
839,Cometa_6868,5,354.6,40.77,Campolina
840,Atlas_1093,5,354.55,61.83,Crioulo
841,Relampago_368,10,375.8,72.92,Crioulo
842,Ventania_862,13,436.33,67.85,Paint Horse
843,Dominante_8761,13,485.21,67.86,Paint Horse
844,Valente_8795,10,586.05,67.82,Campolina
845,Lendario_6806,2,446.45,66.8,Appaloosa
846,Pegasus_2688,15,498.6,61.79,Quarto de Milha
847,Espartano_6850,15,407.39,43.15,Appaloosa
848,Raio_8825,13,489.37,61.59,Puro Sangue
849,Tempestade_4537,12,524.76,61.84,Appaloosa
850,Sombra_128,6,507.97,65.61,Paint Horse
851,Espartano_1502,8,402.82,73.77,Quarto de Milha
852,Ventania_4378,7,385.12,74.07,Crioulo
853,Valente_3107,14,407.9,49.06,Paint Horse
854,Espartano_1038,5,568.87,64.5,Campolina
855,Dominante_7306,12,442.03,57.9,Mangalarga
856,Tempestade_6730,2,410.67,66.88,Quarto de Milha
857,Dominante_4340,6,580.61,59.06,Mangalarga
858,Valente_9686,12,459.27,54.28,Paint Horse
859,Estrela_9169,8,538.06,48.26,Appaloosa
860,Cometa_8987,5,586.19,56.87,Campolina
861,Veloz_8642,9,598.3,57.59,Crioulo
862,Relampago_5378,6,597.89,51.55,Crioulo
863,Lendario_2624,15,482.49,63.42,Paint Horse
864,Lendario_1689,7,494.13,62.64,Crioulo
865,Mustang_4606,10,433.59,58.22,Mangalarga
866,Mustang_3581,15,388.59,59.45,Puro Sangue
867,Veloz_3952,4,463.96,63.96,Appaloosa
868,Veloz_7581,13,373.97,74.2,Mangalarga
869,Estrela_1564,11,561.98,72.89,Puro Sangue
870,Veloz_2645,13,574.21,71.42,Paint Horse
871,Sombra_543,3,521.29,64.18,Paint Horse
872,Trovão_4507,7,461.61,55.19,Mangalarga
873,Lendario_1756,5,561.88,60.35,Crioulo
874,Sombra_6488,7,516.12,52.59,Campolina
875,Mustang_5514,11,523.16,44.9,Paint Horse
876,Titan_7528,5,509.99,74.03,Campolina
877,Furacão_9728,8,504.3,65.91,Paint Horse
878,Atlas_6102,3,486.06,70.2,Quarto de Milha
879,Espartano_8187,7,419.19,51.1,Appaloosa
880,Lendario_3659,3,443.88,49.04,Campolina
881,Espartano_2856,15,404.46,57.44,Paint Horse
882,Mustang_7211,14,529.31,55.12,Appaloosa
883,Apollo_827,2,364.64,70.94,Campolina
884,Trovão_5593,9,380.07,60.97,Quarto de Milha
885,Galante_430,10,598.1,70.65,Quarto de Milha
886,Estrela_6534,10,454.55,51.83,Campolina
887,Titan_6781,6,578.62,61.19,Paint Horse
888,Atlas_5066,10,355.44,48.17,Appaloosa
889,Lendario_7568,10,487.22,65.76,Quarto de Milha
890,Cometa_520,3,370.36,70.79,Appaloosa
891,Dominante_8657,3,550.82,61.86,Campolina
892,Mustang_7408,10,388.53,64.29,Appaloosa
893,Valente_2487,7,493.18,43.32,Paint Horse
894,Estrela_4782,10,560.81,68.85,Crioulo
895,Apollo_1155,5,355.03,66.94,Paint Horse
896,Atlas_414,6,498.19,64.73,Paint Horse
897,Pegasus_2633,11,583.34,55.1,Puro Sangue
898,Raio_8254,10,398.38,73.9,Crioulo
899,Ventania_5598,6,473.84,74.13,Crioulo
900,Raio_4729,13,572.24,41.07,Quarto de Milha
901,Atlas_7758,5,390.03,44.07,Mangalarga
902,Trovão_7911,5,540.05,49.47,Appaloosa
903,Mustang_8649,3,454.45,40.3,Appaloosa
904,Furacão_86,15,504.62,49.27,Mangalarga
905,Tempestade_3867,4,586.66,42.34,Appaloosa
906,Ventania_2081,2,500.8,49.73,Campolina
907,Valente_4831,13,579.6,67.96,Mangalarga
908,Relampago_2859,15,449.75,46.45,Mangalarga
909,Valente_125,15,509.13,48.07,Crioulo
910,Furacão_9005,11,550.99,43.51,Quarto de Milha
911,Estrela_9491,12,596.93,51.46,Appaloosa
912,Furacão_140,8,406.11,42.27,Crioulo
913,Veloz_7261,13,388.26,69.01,Appaloosa
914,Dominante_1843,15,550.93,56.21,Paint Horse
915,Ventania_8609,6,526.76,64.14,Paint Horse
916,Trovão_9340,2,585.19,50.91,Quarto de Milha
917,Espartano_7326,10,452.33,52.41,Quarto de Milha
918,Relampago_6698,8,427.48,50.94,Crioulo
919,Valente_2732,3,356.28,65.18,Appaloosa
920,Veloz_1068,11,536.54,42.83,Quarto de Milha
921,Relampago_5715,13,514.23,56.09,Appaloosa
922,Veloz_2086,13,589.4,69.51,Crioulo
923,Cometa_9130,3,360.16,48.42,Puro Sangue
924,Veloz_1590,2,387.65,40.5,Appaloosa
925,Mustang_2799,12,363.09,44.15,Campolina
926,Pegasus_5867,13,446.03,67.62,Appaloosa
927,Cometa_5929,14,438.31,46.24,Paint Horse
928,Galante_975,12,547.48,50.27,Mangalarga
929,Dominante_2080,12,363.17,65.56,Appaloosa
930,Atlas_4493,13,476.9,58.55,Crioulo
931,Ventania_885,12,484.58,70.98,Puro Sangue
932,Ventania_7641,4,574.04,66.25,Crioulo
933,Estrela_3619,14,590.2,59.89,Puro Sangue
934,Sombra_191,9,599.35,57.1,Crioulo
935,Veloz_3088,9,358.08,52.34,Paint Horse
936,Lendario_9211,4,537.0,61.26,Campolina
937,Apollo_8115,6,369.44,43.45,Crioulo
938,Apollo_874,11,455.61,59.03,Appaloosa
939,Apollo_2188,13,483.46,50.83,Campolina
940,Cometa_2477,13,547.28,66.07,Quarto de Milha
941,Raio_301,12,382.58,60.51,Puro Sangue
942,Dominante_3006,7,464.99,40.08,Puro Sangue
943,Tempestade_3398,7,533.86,69.03,Appaloosa
944,Dominante_2010,5,450.99,65.64,Appaloosa
945,Raio_346,11,500.44,53.8,Appaloosa
946,Titan_4842,3,554.96,72.43,Paint Horse
947,Trovão_9725,11,577.57,46.14,Quarto de Milha
948,Valente_9,12,518.67,58.25,Puro Sangue
949,Apollo_7746,2,598.35,71.46,Appaloosa
950,Galante_9797,14,448.67,56.56,Puro Sangue
951,Espartano_4501,7,548.54,41.57,Appaloosa
952,Espartano_56,11,571.56,59.33,Mangalarga
953,Lendario_1604,13,589.73,72.27,Mangalarga
954,Atlas_3843,8,572.21,47.04,Crioulo
955,Atlas_5198,12,531.84,42.19,Quarto de Milha
956,Trovão_7625,10,477.67,43.18,Quarto de Milha
957,Dominante_1981,8,358.67,62.56,Appaloosa
958,Relampago_3257,7,545.75,57.25,Quarto de Milha
959,Atlas_2383,3,587.89,67.73,Campolina
960,Galante_4640,2,438.47,55.75,Campolina
961,Espartano_1615,11,446.46,46.43,Campolina
962,Valente_1873,4,547.98,42.94,Crioulo
963,Relampago_1551,2,516.15,56.93,Puro Sangue
964,Relampago_4254,10,458.16,52.66,Quarto de Milha
965,Dominante_3543,10,459.65,66.5,Paint Horse
966,Cometa_3245,5,582.75,70.03,Appaloosa
967,Raio_6114,2,482.09,68.65,Quarto de Milha
968,Relampago_5391,8,406.84,55.65,Puro Sangue
969,Titan_207,11,426.7,71.06,Mangalarga
970,Sombra_3085,10,484.78,63.23,Paint Horse
971,Valente_9731,6,377.37,61.96,Quarto de Milha
972,Sombra_6688,12,469.04,55.88,Mangalarga
973,Estrela_6552,15,512.5,71.57,Mangalarga
974,Sombra_80,12,410.12,72.94,Puro Sangue
975,Galante_6343,7,557.53,57.38,Quarto de Milha
976,Apollo_2630,4,558.79,67.24,Mangalarga
977,Relampago_6090,4,467.39,58.76,Puro Sangue
978,Relampago_5475,9,541.89,55.25,Campolina
979,Cometa_363,4,350.29,47.21,Mangalarga
980,Titan_7199,9,488.95,43.76,Quarto de Milha
981,Estrela_6462,9,378.11,49.33,Crioulo
982,Tempestade_8111,2,491.16,56.86,Appaloosa
983,Mustang_3504,13,596.87,45.71,Mangalarga
984,Ventania_479,8,469.54,59.7,Mangalarga
985,Estrela_3440,8,410.53,67.76,Paint Horse
986,Relampago_10,5,393.5,49.92,Paint Horse
987,Mustang_6968,8,431.74,47.02,Appaloosa
988,Galante_398,13,571.58,72.37,Crioulo
989,Apollo_8085,2,513.77,54.13,Paint Horse
990,Veloz_9138,2,495.1,51.22,Mangalarga
991,Dominante_8457,8,559.51,41.23,Campolina
992,Trovão_5790,3,551.23,42.27,Mangalarga
993,Apollo_2172,8,541.22,64.96,Paint Horse
994,Furacão_6796,12,455.61,65.36,Appaloosa
995,Valente_9845,12,419.2,51.48,Puro Sangue
996,Raio_8138,5,524.63,50.97,Appaloosa
997,Valente_975,12,467.31,64.89,Paint Horse
998,Lendario_2818,6,449.41,74.77,Campolina
999,Mustang_1718,12,502.13,67.73,Appaloosa
1000,Ventania_1427,10,538.9,60.0,Quarto de Milha
