id,nome,idade,peso,velocidadeMaxima,raca
520,Sombra_6536,4,449.93,56.75,Paint Horse
521,Tempestade_5813,13,370.78,74.32,Appaloosa
522,Galante_2324,15,508.49,70.79,Mangalarga
523,Trovão_73,6,590.65,64.41,Paint Horse
524,Veloz_1558,6,528.04,54.84,Mangalarga
525,Trovão_8100,9,452.36,66.64,Quarto de Milha
526,Galante_2284,7,457.88,60.64,Campolina
527,Titan_743,10,436.81,69.71,Appaloosa
528,Lendario_4589,11,534.55,51.49,Crioulo
529,Tempestade_7547,11,526.15,45.99,Crioulo
530,Tempestade_6146,4,533.63,45.91,Crioulo
531,Estrela_2541,7,364.56,52.91,Quarto de Milha
532,Apollo_6844,12,359.55,57.89,Mangalarga
533,Lendario_8825,12,354.45,74.59,Campolina
534,Ventania_3793,2,444.25,44.17,Appaloosa
535,Lendario_207,3,351.71,72.14,Appaloosa
536,Atlas_1573,8,494.5,40.52,Puro Sangue
537,Pegasus_3744,3,591.14,71.08,Quarto de Milha
538,Veloz_5411,7,579.27,51.78,Campolina
539,Mustang_3155,10,394.62,47.02,Paint Horse
540,Tempestade_7324,3,425.43,61.81,Campolina
541,Tempestade_2712,8,378.41,71.43,Paint Horse
542,Trovão_7988,15,364.37,73.7,Quarto de Milha
543,Dominante_7291,4,581.69,63.77,Appaloosa
544,Tempestade_383,6,453.49,54.6,Puro Sangue
545,Titan_7928,5,438.25,50.64,Crioulo
546,Atlas_8118,4,412.16,60.17,Paint Horse
547,Cometa_1947,13,497.18,45.55,Appaloosa
548,Relampago_4071,12,473.58,63.72,Campolina
549,Pegasus_9044,14,443.5,45.56,Campolina
550,Trovão_1511,15,566.59,64.75,Paint Horse
551,Estrela_9180,6,484.48,43.66,Puro Sangue
552,Apollo_9602,13,464.98,49.29,Puro Sangue
553,Tempestade_9405,9,571.9,58.62,Quarto de Milha
554,Tempestade_265,11,553.97,51.54,Campolina
555,Apollo_6007,14,386.06,66.09,Paint Horse
556,Titan_2626,14,536.49,42.58,Quarto de Milha
557,Valente_1875,11,528.31,43.98,Mangalarga
558,Lendario_5984,4,361.08,54.3,Campolina
559,Galante_9566,5,544.16,60.26,Quarto de Milha
560,Valente_9449,13,408.57,48.24,Appaloosa
561,Ventania_8213,2,429.68,43.88,Appaloosa
562,Cometa_6082,10,443.45,49.44,Appaloosa
563,Pegasus_3567,14,372.76,63.67,Paint Horse
564,Sombra_9254,8,399.05,50.11,Campolina
565,Mustang_4405,11,419.3,63.13,Appaloosa
566,Raio_3576,9,562.81,47.88,Crioulo
567,Tempestade_4547,10,387.46,51.6,Mangalarga
568,Ventania_9100,4,425.24,65.25,Puro Sangue
569,Tempestade_1128,4,500.13,54.96,Puro Sangue
570,Sombra_1412,12,561.89,53.55,Crioulo
571,Valente_8217,3,396.03,66.3,Mangalarga
572,Tempestade_3332,5,464.46,51.6,Appaloosa
573,Pegasus_9352,8,353.02,53.04,Appaloosa
574,Espartano_1245,2,484.84,44.28,Mangalarga
575,Furacão_4408,13,444.64,58.42,Quarto de Milha
576,Lendario_2818,11,575.84,49.64,Appaloosa
577,Atlas_8012,4,562.31,68.83,Quarto de Milha
578,Raio_5724,3,567.48,41.73,Campolina
579,Cometa_8416,6,354.14,68.84,Paint Horse
580,Estrela_5111,11,445.63,58.16,Crioulo
581,Tempestade_8280,13,481.04,67.22,Crioulo
582,Sombra_8343,7,471.93,61.66,Puro Sangue
583,Raio_742,8,572.7,57.72,Puro Sangue
584,Furacão_9361,12,554.03,60.8,Puro Sangue
585,Valente_171,3,589.52,73.43,Puro Sangue
586,Veloz_2153,11,438.38,60.34,Puro Sangue
587,Relampago_7903,9,563.24,59.15,Appaloosa
588,Raio_465,9,415.55,53.89,Campolina
589,Mustang_6195,10,453.47,62.98,Paint Horse
590,Raio_8912,15,428.28,60.43,Quarto de Milha
591,Sombra_6115,8,374.49,60.62,Crioulo
592,Trovão_6544,11,507.42,62.49,Quarto de Milha
593,Sombra_6510,4,395.81,71.73,Crioulo
594,Pegasus_4067,15,546.36,66.31,Appaloosa
595,Atlas_6809,12,374.61,45.65,Puro Sangue
596,Ventania_3767,4,597.6,71.28,Appaloosa
597,Dominante_4572,2,430.59,45.31,Appaloosa
598,Atlas_3854,10,467.12,41.49,Quarto de Milha
599,Pegasus_2178,2,425.6,43.04,Puro Sangue
600,Galante_5704,5,423.68,48.53,Crioulo
601,Ventania_703,14,517.39,51.0,Puro Sangue
602,Ventania_1260,10,443.13,67.52,Crioulo
603,Dominante_3227,6,536.61,45.59,Crioulo
604,Galante_7338,14,443.06,59.96,Mangalarga
605,Sombra_8407,4,506.47,64.89,Quarto de Milha
606,Trovão_4494,3,459.21,71.3,Paint Horse
607,Estrela_6749,6,381.66,64.39,Quarto de Milha
608,Mustang_6894,13,540.99,56.24,Quarto de Milha
609,Espartano_7905,4,362.12,65.41,Quarto de Milha
610,Mustang_3282,8,550.12,72.59,Appaloosa
611,Relampago_3416,3,362.69,61.48,Crioulo
612,Tempestade_9213,14,408.25,48.65,Mangalarga
613,Estrela_575,15,373.99,55.68,Campolina
614,Espartano_5090,6,566.8,53.37,Campolina
615,Galante_2465,4,522.86,73.47,Mangalarga
616,Valente_5778,6,438.41,72.93,Crioulo
617,Pegasus_110,8,533.97,68.04,Paint Horse
618,Furacão_1840,15,578.13,61.36,Appaloosa
619,Relampago_3060,11,570.01,69.05,Puro Sangue
620,Trovão_2207,13,549.77,45.32,Paint Horse
621,Sombra_9278,2,403.67,70.66,Campolina
622,Estrela_4854,9,516.66,70.24,Crioulo
623,Mustang_9553,12,522.11,70.11,Quarto de Milha
624,Espartano_4470,10,438.77,63.74,Quarto de Milha
625,Raio_2454,4,391.97,54.73,Crioulo
626,Mustang_8984,8,506.12,73.13,Campolina
627,Titan_8582,11,579.25,72.3,Quarto de Milha
628,Sombra_3201,3,554.63,72.93,Mangalarga
629,Lendario_4707,2,456.82,61.65,Mangalarga
630,Atlas_6764,9,485.42,59.56,Paint Horse
631,Valente_2236,15,423.8,48.78,Paint Horse
632,Atlas_1845,9,362.48,42.12,Paint Horse
633,Cometa_7013,9,413.35,71.66,Crioulo
634,Titan_7127,3,372.85,43.57,Puro Sangue
635,Trovão_984,4,361.74,54.12,Campolina
636,Veloz_7901,5,492.49,56.42,Appaloosa
637,Galante_6359,9,596.36,49.93,Puro Sangue
638,Tempestade_7368,2,476.19,73.59,Campolina
639,Dominante_3857,5,572.92,43.04,Campolina
640,Sombra_2611,8,538.53,40.08,Crioulo
641,Furacão_8709,15,556.11,47.7,Crioulo
642,Espartano_8371,7,544.89,72.23,Mangalarga
643,Dominante_518,13,543.13,74.98,Quarto de Milha
644,Ventania_7306,6,545.39,71.31,Appaloosa
645,Trovão_3186,4,433.51,51.29,Mangalarga
646,Valente_9179,5,374.29,74.25,Quarto de Milha
647,Trovão_2109,14,576.4,57.22,Paint Horse
648,Dominante_7005,14,424.78,69.7,Campolina
649,Veloz_441,3,469.07,42.62,Puro Sangue
650,Veloz_2843,5,506.21,61.32,Campolina
651,Tempestade_441,4,450.1,53.23,Puro Sangue
652,Sombra_9192,11,364.85,63.67,Crioulo
653,Lendario_3123,11,587.79,56.49,Mangalarga
654,Mustang_4732,10,382.88,57.83,Appaloosa
655,Valente_3338,8,537.17,69.08,Paint Horse
656,Cometa_3397,2,542.93,74.81,Crioulo
657,Espartano_3809,8,355.47,51.23,Paint Horse
658,Mustang_8802,11,507.29,55.23,Quarto de Milha
659,Furacão_1195,6,360.51,57.97,Mangalarga
660,Apollo_8416,2,390.33,51.89,Puro Sangue
661,Veloz_1693,5,411.55,42.97,Crioulo
662,Pegasus_7794,10,363.67,64.62,Crioulo
663,Dominante_4953,11,416.55,72.33,Crioulo
664,Valente_9391,2,358.01,45.3,Campolina
665,Dominante_7070,13,510.8,44.09,Appaloosa
666,Dominante_2499,10,480.39,66.0,Paint Horse
667,Estrela_7709,7,555.88,68.59,Quarto de Milha
668,Apollo_977,4,351.98,66.8,Paint Horse
669,Furacão_8609,5,485.26,60.36,Crioulo
670,Trovão_5573,11,448.63,45.6,Campolina
671,Lendario_755,11,410.77,61.28,Quarto de Milha
672,Dominante_3099,13,404.85,67.97,Crioulo
673,Relampago_6236,11,538.29,45.22,Crioulo
674,Cometa_7255,4,462.38,64.19,Mangalarga
675,Espartano_3669,9,548.76,41.11,Appaloosa
676,Veloz_2462,9,396.53,60.7,Quarto de Milha
677,Pegasus_8248,8,490.86,65.58,Paint Horse
678,Tempestade_6413,9,385.81,55.04,Campolina
679,Tempestade_6538,8,597.33,55.81,Crioulo
680,Atlas_3369,15,585.42,41.35,Appaloosa
681,Furacão_9842,5,508.69,68.82,Quarto de Milha
682,Tempestade_255,6,482.89,47.63,Appaloosa
683,Estrela_743,5,474.59,40.08,Appaloosa
684,Estrela_3593,8,490.74,69.64,Puro Sangue
685,Veloz_1626,9,582.64,67.53,Mangalarga
686,Veloz_1105,6,419.57,45.21,Paint Horse
687,Ventania_4579,7,533.26,63.92,Crioulo
688,Furacão_4985,15,418.54,63.03,Campolina
689,Apollo_3702,12,509.3,42.84,Appaloosa
690,Titan_4146,7,550.12,45.17,Mangalarga
691,Galante_295,3,364.23,57.09,Puro Sangue
692,Valente_371,15,485.14,41.83,Crioulo
693,Tempestade_4827,2,421.29,43.29,Crioulo
694,Lendario_3378,12,405.47,44.81,Appaloosa
695,Tempestade_2165,3,534.73,67.61,Appaloosa
696,Relampago_1396,8,364.03,59.57,Campolina
697,Sombra_3364,7,412.11,66.97,Crioulo
698,Pegasus_1138,10,474.42,60.46,Crioulo
699,Valente_5063,6,491.75,42.87,Appaloosa
700,Estrela_4728,9,368.38,40.7,Campolina
701,Relampago_5642,13,538.35,55.17,Quarto de Milha
702,Galante_2989,10,442.52,40.4,Quarto de Milha
703,Tempestade_1972,7,475.1,55.53,Mangalarga
704,Relampago_9341,3,474.34,67.44,Mangalarga
705,Furacão_5434,14,442.0,45.36,Campolina
706,Relampago_793,7,557.47,60.96,Appaloosa
707,Valente_9661,13,352.8,53.2,Quarto de Milha
708,Mustang_3307,2,511.5,41.34,Crioulo
709,Mustang_6419,11,434.91,43.32,Quarto de Milha
710,Veloz_2044,5,470.7,69.69,Crioulo
711,Raio_9962,11,364.93,56.85,Paint Horse
712,Dominante_244,2,366.3,69.14,Crioulo
713,Espartano_6420,3,383.99,59.58,Appaloosa
714,Lendario_2503,8,353.63,54.59,Quarto de Milha
715,Valente_2729,5,469.23,55.44,Campolina
716,Ventania_4434,14,408.42,71.84,Puro Sangue
717,Relampago_3928,11,467.73,66.4,Paint Horse
718,Raio_3702,15,423.25,74.0,Mangalarga
719,Espartano_9103,8,396.32,66.46,Mangalarga
720,Apollo_8339,8,561.43,68.26,Quarto de Milha
721,Valente_4027,8,589.58,56.66,Campolina
722,Apollo_6753,13,497.54,60.02,Crioulo
723,Galante_6581,2,409.23,48.39,Crioulo
724,Cometa_9987,10,555.46,63.69,Crioulo
725,Cometa_1791,15,452.84,53.0,Campolina
726,Mustang_5665,13,540.43,54.43,Campolina
727,Veloz_3650,11,520.85,74.22,Mangalarga
728,Ventania_5507,7,446.98,41.83,Quarto de Milha
729,Ventania_4766,10,365.25,46.5,Crioulo
730,Mustang_9944,15,430.05,45.99,Paint Horse
731,Valente_5895,4,439.13,51.9,Appaloosa
732,Galante_3019,8,465.32,43.78,Quarto de Milha
733,Relampago_7901,8,557.67,67.01,Paint Horse
734,Raio_3411,14,436.04,55.81,Appaloosa
735,Pegasus_788,3,488.59,62.89,Puro Sangue
736,Lendario_2518,6,442.18,52.07,Crioulo
737,Galante_3092,7,371.49,71.29,Paint Horse
738,Dominante_481,5,561.59,60.82,Puro Sangue
739,Relampago_8271,8,487.66,67.02,Appaloosa
740,Sombra_1767,13,402.97,74.0,Mangalarga
741,Atlas_1022,12,582.05,45.53,Paint Horse
742,Cometa_4504,12,586.21,57.22,Mangalarga
743,Raio_8468,2,424.18,50.44,Mangalarga
744,Tempestade_9652,6,437.57,72.82,Puro Sangue
745,Dominante_949,15,573.98,50.4,Quarto de Milha
746,Lendario_359,14,433.27,49.45,Paint Horse
747,Espartano_7402,15,466.01,63.42,Quarto de Milha
748,Ventania_4350,5,407.57,50.04,Appaloosa
749,Espartano_9742,11,483.91,59.02,Puro Sangue
750,Pegasus_417,15,580.31,73.44,Campolina
751,Dominante_5270,3,545.43,64.76,Crioulo
752,Titan_4324,14,425.7,45.29,Paint Horse
753,Dominante_3027,13,371.78,41.25,Quarto de Milha
754,Pegasus_8170,7,498.83,42.09,Paint Horse
755,Lendario_8505,5,421.61,64.59,Crioulo
756,Sombra_4710,15,591.84,73.33,Crioulo
757,Titan_7762,6,362.59,72.21,Crioulo
758,Raio_9637,9,416.12,62.92,Crioulo
759,Tempestade_6983,7,418.5,46.66,Campolina
760,Pegasus_503,9,497.89,72.46,Appaloosa
761,Tempestade_764,5,375.42,56.47,Campolina
762,Furacão_8470,6,586.14,59.63,Quarto de Milha
763,Cometa_5660,2,550.4,67.74,Appaloosa
764,Tempestade_9110,15,377.74,49.49,Appaloosa
765,Sombra_9510,14,434.84,73.02,Campolina
766,Relampago_1475,7,566.28,42.58,Campolina
767,Cometa_2073,8,526.21,60.73,Paint Horse
768,Valente_9215,2,599.9,68.32,Crioulo
769,Valente_4219,6,488.41,63.11,Mangalarga
770,Espartano_8652,12,474.35,48.32,Quarto de Milha
771,Trovão_3391,15,397.12,50.48,Mangalarga
772,Titan_1511,12,495.96,51.08,Quarto de Milha
773,Cometa_4123,7,454.65,40.75,Puro Sangue
774,Titan_2190,6,453.05,74.86,Crioulo
775,Titan_1664,15,568.18,55.71,Paint Horse
776,Veloz_2869,2,424.59,71.85,Paint Horse
777,Sombra_7360,6,360.69,65.9,Paint Horse
778,Ventania_6644,3,360.89,51.39,Campolina
779,Trovão_6164,7,551.33,53.9,Crioulo
780,Ventania_1525,14,518.64,43.73,Paint Horse
781,Ventania_6430,8,489.11,72.85,Quarto de Milha
782,Tempestade_1614,7,558.85,45.72,Puro Sangue
783,Dominante_417,3,517.93,56.01,Paint Horse
784,Titan_2729,15,405.87,43.34,Crioulo
785,Galante_2059,2,361.28,61.94,Paint Horse
786,Estrela_1477,8,448.5,45.39,Campolina
787,Raio_3891,9,447.12,70.85,Crioulo
788,Mustang_3563,9,373.2,62.07,Paint Horse
789,Galante_5004,10,598.77,40.44,Quarto de Milha
790,Lendario_7828,15,395.7,49.08,Paint Horse
791,Pegasus_3617,8,428.34,57.31,Puro Sangue
792,Veloz_6901,9,447.4,43.12,Mangalarga
793,Titan_7626,5,455.36,62.24,Appaloosa
794,Furacão_1504,8,533.49,52.69,Paint Horse
795,Atlas_8824,12,513.13,61.03,Crioulo
796,Mustang_2531,11,496.84,70.96,Quarto de Milha
797,Valente_2939,12,575.99,67.62,Appaloosa
798,Ventania_882,8,449.07,45.11,Mangalarga
799,Estrela_2694,3,554.6,65.65,Mangalarga
800,Dominante_7864,3,480.87,44.32,Quarto de Milha
801,Sombra_847,9,560.95,51.21,Quarto de Milha
802,Tempestade_6590,5,439.83,68.57,Quarto de Milha
803,Mustang_2808,11,480.51,63.87,Crioulo
804,Titan_6415,4,547.84,55.02,Campolina
805,Dominante_1646,4,488.47,56.23,Crioulo
806,Tempestade_9852,14,510.97,65.74,Campolina
807,Pegasus_3624,6,459.05,55.4,Mangalarga
808,Veloz_1026,7,448.38,52.59,Appaloosa
809,Atlas_3550,11,364.32,52.83,Puro Sangue
810,Lendario_9577,7,585.68,60.93,Mangalarga
811,Relampago_3918,5,491.17,57.14,Quarto de Milha
812,Tempestade_1324,2,487.18,49.93,Quarto de Milha
813,Atlas_5554,6,421.11,54.95,Quarto de Milha
814,Apollo_7511,5,461.2,68.09,Quarto de Milha
815,Atlas_4055,6,422.2,58.86,Quarto de Milha
816,Mustang_8570,10,440.99,41.99,Puro Sangue
817,Sombra_8579,4,356.83,62.05,Appaloosa
818,Trovão_4778,13,579.58,51.87,Paint Horse
819,Galante_190,12,378.77,60.88,Puro Sangue
820,Galante_9151,8,479.99,68.03,Paint Horse
821,Pegasus_780,13,579.04,58.41,Puro Sangue
822,Valente_6129,5,512.66,47.27,Campolina
823,Veloz_581,7,466.52,60.51,Mangalarga
824,Estrela_3582,7,473.65,65.13,Campolina
825,Espartano_7431,5,568.39,50.7,Crioulo
826,Dominante_9379,7,557.91,65.29,Crioulo
827,Valente_2350,2,493.44,72.89,Crioulo
828,Dominante_2084,11,455.12,53.9,Paint Horse
829,Cometa_4892,11,570.81,58.39,Puro Sangue
830,Atlas_1373,4,454.72,44.22,Campolina
831,Sombra_1586,4,375.05,67.25,Puro Sangue
832,Galante_489,3,559.92,56.82,Paint Horse
833,Pegasus_9472,8,350.24,58.72,Crioulo
834,Galante_5984,11,405.6,53.27,Campolina
835,Cometa_6233,11,393.58,42.54,Appaloosa
836,Veloz_6920,6,534.96,68.27,Campolina
837,Pegasus_7209,13,512.08,44.39,Crioulo
838,Valente_8179,9,376.19,53.05,Appaloosa
839,Estrela_8781,14,593.36,74.37,Quarto de Milha
840,Estrela_9638,8,552.75,68.32,Appaloosa
841,Cometa_3118,12,594.6,40.94,Quarto de Milha
842,Furacão_6141,4,503.73,55.91,Mangalarga
843,Galante_4032,4,549.54,50.73,Campolina
844,Valente_4869,2,533.93,63.28,Campolina
845,Dominante_7514,12,359.02,42.69,Paint Horse
846,Raio_8317,13,439.39,49.12,Puro Sangue
847,Espartano_8591,13,481.16,51.27,Mangalarga
848,Cometa_9873,13,441.44,72.37,Mangalarga
849,Sombra_2765,12,474.26,51.76,Appaloosa
850,Trovão_6012,2,540.12,66.16,Mangalarga
851,Furacão_136,12,585.32,61.99,Puro Sangue
852,Mustang_5275,7,367.73,60.92,Quarto de Milha
853,Mustang_5472,3,397.11,53.76,Appaloosa
854,Espartano_5276,10,489.1,53.81,Puro Sangue
855,Relampago_1821,5,509.24,44.5,Campolina
856,Valente_8066,9,404.36,61.68,Puro Sangue
857,Sombra_6729,13,549.93,45.87,Quarto de Milha
858,Veloz_583,11,519.47,52.18,Mangalarga
859,Trovão_105,14,578.76,64.39,Paint Horse
860,Atlas_1638,14,573.02,41.21,Campolina
861,Raio_2509,8,480.22,63.65,Puro Sangue
862,Espartano_7987,4,528.24,69.26,Paint Horse
863,Tempestade_1572,15,479.24,45.19,Quarto de Milha
864,Ventania_9455,6,487.58,54.75,Mangalarga
865,Mustang_2272,2,429.07,55.24,Puro Sangue
866,Ventania_8685,5,374.86,45.04,Campolina
867,Galante_5946,8,539.45,67.99,Paint Horse
868,Ventania_4829,10,567.46,69.75,Quarto de Milha
869,Mustang_2045,12,513.13,55.86,Paint Horse
870,Relampago_2208,9,524.97,57.73,Campolina
871,Lendario_3245,5,522.04,66.02,Crioulo
872,Valente_7718,9,384.71,67.95,Quarto de Milha
873,Furacão_4500,6,513.64,58.17,Mangalarga
874,Espartano_3012,15,529.54,45.56,Puro Sangue
875,Ventania_3114,7,435.15,63.68,Mangalarga
876,Trovão_5389,10,389.56,59.92,Paint Horse
877,Cometa_5208,8,352.9,74.76,Quarto de Milha
878,Titan_9950,15,486.7,52.38,Quarto de Milha
879,Atlas_6105,4,503.83,43.81,Crioulo
880,Pegasus_5915,8,401.9,65.79,Campolina
881,Pegasus_6122,3,506.44,56.46,Campolina
882,Ventania_188,3,462.64,60.74,Quarto de Milha
883,Cometa_3591,14,463.14,57.32,Appaloosa
884,Pegasus_5389,12,438.9,43.21,Mangalarga
885,Relampago_6580,11,430.79,46.43,Mangalarga
886,Veloz_5363,15,456.02,53.56,Puro Sangue
887,Dominante_873,12,384.05,63.54,Crioulo
888,Valente_8205,2,533.23,61.8,Campolina
889,Trovão_7064,11,464.76,72.56,Mangalarga
890,Valente_3204,6,574.77,43.6,Crioulo
891,Ventania_6479,4,453.69,74.99,Quarto de Milha
892,Mustang_7692,13,383.95,45.15,Crioulo
893,Cometa_4950,4,524.75,61.55,Mangalarga
894,Apollo_2718,5,469.24,71.74,Paint Horse
895,Atlas_4600,10,592.89,48.06,Appaloosa
896,Apollo_5576,4,425.24,67.5,Puro Sangue
897,Veloz_8721,13,357.38,57.64,Puro Sangue
898,Pegasus_7525,2,421.45,47.41,Paint Horse
899,Trovão_6267,7,483.31,48.45,Quarto de Milha
900,Galante_29,11,579.31,69.16,Campolina
901,Mustang_8691,9,538.6,43.13,Appaloosa
902,Titan_8871,13,386.05,44.0,Puro Sangue
903,Apollo_8678,5,470.08,70.23,Campolina
904,Ventania_3243,10,419.22,48.18,Puro Sangue
905,Estrela_3868,8,556.12,54.95,Appaloosa
906,Atlas_8222,10,502.6,41.32,Paint Horse
907,Lendario_6249,15,550.45,69.65,Puro Sangue
908,Dominante_6328,10,443.98,67.93,Campolina
909,Dominante_9344,2,490.74,66.09,Campolina
910,Pegasus_5180,8,388.16,68.2,Puro Sangue
911,Ventania_3581,2,368.07,64.83,Paint Horse
912,Cometa_8403,4,393.54,41.64,Campolina
913,Furacão_6834,4,350.16,47.13,Campolina
914,Apollo_6350,4,591.16,56.95,Puro Sangue
915,Ventania_9893,14,411.94,42.63,Puro Sangue
916,Valente_5690,13,381.04,57.54,Paint Horse
917,Pegasus_2616,5,464.6,45.51,Crioulo
918,Apollo_2229,9,433.76,62.39,Mangalarga
919,Veloz_6142,9,505.55,59.81,Quarto de Milha
920,Mustang_1028,11,380.81,60.97,Crioulo
921,Atlas_9153,2,565.7,66.47,Puro Sangue
922,Veloz_4964,10,441.41,43.11,Appaloosa
923,Pegasus_946,14,358.53,62.65,Puro Sangue
924,Titan_4807,5,542.36,56.18,Puro Sangue
925,Espartano_1195,2,355.73,58.53,Crioulo
926,Ventania_5792,8,396.31,50.04,Puro Sangue
927,Estrela_8754,15,477.23,51.34,Mangalarga
928,Dominante_6598,9,558.27,45.18,Paint Horse
929,Titan_7525,7,575.61,51.12,Crioulo
930,Titan_4314,2,496.93,58.89,Quarto de Milha
931,Apollo_2838,5,492.52,70.24,Paint Horse
932,Valente_4202,8,527.42,69.18,Quarto de Milha
933,Valente_6076,4,564.81,48.29,Campolina
934,Espartano_5605,4,550.48,51.84,Crioulo
935,Valente_2477,13,387.6,53.62,Crioulo
936,Apollo_1603,4,482.62,57.74,Puro Sangue
937,Mustang_3087,8,405.65,41.48,Crioulo
938,Raio_421,13,482.45,60.38,Paint Horse
939,Atlas_6687,14,413.06,52.48,Crioulo
940,Pegasus_8786,15,355.25,66.24,Campolina
941,Raio_1048,15,524.88,56.71,Paint Horse
942,Furacão_7236,4,399.53,69.17,Appaloosa
943,Veloz_1852,2,595.32,45.35,Paint Horse
944,Atlas_4101,2,492.36,59.11,Quarto de Milha
945,Cometa_2691,14,510.87,65.98,Quarto de Milha
946,Trovão_459,8,490.44,50.01,Appaloosa
947,Mustang_8298,11,476.4,59.95,Mangalarga
948,Valente_5316,2,489.35,65.04,Crioulo
949,Valente_3763,9,482.34,54.97,Campolina
950,Veloz_6889,4,421.71,62.02,Puro Sangue
951,Cometa_3197,15,597.48,53.94,Quarto de Milha
952,Mustang_4718,7,353.15,60.9,Paint Horse
953,Trovão_7111,7,515.06,49.52,Appaloosa
954,Ventania_4187,10,408.6,51.25,Crioulo
955,Pegasus_8465,13,534.53,73.69,Paint Horse
956,Sombra_5648,5,353.33,69.46,Puro Sangue
957,Mustang_6980,6,411.03,42.22,Campolina
958,Galante_9801,7,455.15,45.43,Appaloosa
959,Atlas_8859,4,382.02,68.47,Appaloosa
960,Lendario_4956,13,506.98,45.85,Appaloosa
961,Mustang_838,12,358.04,50.11,Paint Horse
962,Estrela_9544,9,521.72,51.21,Puro Sangue
963,Mustang_7162,11,389.45,70.38,Puro Sangue
964,Mustang_4004,10,446.82,68.14,Appaloosa
965,Sombra_2841,12,558.94,66.4,Crioulo
966,Pegasus_1357,5,370.56,57.2,Crioulo
967,Veloz_6325,4,484.13,63.73,Paint Horse
968,Tempestade_5573,5,389.63,74.82,Appaloosa
969,Estrela_7867,11,431.47,66.63,Paint Horse
970,Atlas_9955,3,591.24,59.53,Crioulo
971,Tempestade_3644,13,486.47,54.93,Crioulo
972,Dominante_1798,12,428.34,44.48,Crioulo
973,Atlas_1801,14,393.87,40.92,Mangalarga
974,Lendario_7664,3,395.61,59.69,Puro Sangue
975,Relampago_9459,10,532.41,56.53,Crioulo
976,Galante_4591,4,576.86,43.24,Appaloosa
977,Mustang_100,9,408.73,64.99,Campolina
978,Ventania_7477,14,374.08,49.8,Campolina
979,Ventania_6056,10,373.78,66.53,Quarto de Milha
980,Pegasus_5440,15,366.53,46.68,Appaloosa
981,Apollo_2620,14,474.35,56.77,Campolina
982,Dominante_2531,9,570.83,67.81,Campolina
983,Lendario_6447,2,457.3,61.83,Mangalarga
984,Apollo_9164,6,556.83,71.45,Appaloosa
985,Galante_6037,10,354.7,68.98,Quarto de Milha
986,Veloz_2179,15,498.02,51.44,Crioulo
987,Dominante_1223,3,527.86,40.25,Mangalarga
988,Furacão_7478,9,584.21,66.7,Crioulo
989,Sombra_3316,15,428.07,46.68,Puro Sangue
990,Raio_1232,6,501.91,41.91,Paint Horse
991,Veloz_7689,2,428.19,69.57,Quarto de Milha
992,Veloz_85,3,467.53,65.96,Paint Horse
993,Mustang_3271,14,484.44,62.61,Quarto de Milha
994,Relampago_9388,3,374.07,43.42,Appaloosa
995,Veloz_9852,10,436.07,50.68,Crioulo
996,Sombra_4212,13,486.66,64.44,Paint Horse
997,Apollo_8034,12,589.45,69.46,Appaloosa
998,Mustang_7661,4,367.99,60.5,Mangalarga
999,Veloz_1430,15,350.54,49.82,Crioulo
1000,Trovão_806,4,400.88,48.32,Quarto de Milha
